,sub,onset,offset,cat,tier,group,Group,latency,latency group
3749,18,525.89,526.337,blu,Infant voc,,1.0,0.2719999999999345,within person
3750,60,526.065,528.112,"fai vedere a mamma, prendi il cucchiaio dai (DA DA C) ",Caregiver voc,,2.0,1.7069999999999936,infant-cg
3751,65,526.405,527.238,allo,Infant voc,,2.0,0.73700000000008,cg-infant
3752,23,526.501,527.123,xxx,Caregiver voc,,1.0,0.5520000000000209,infant-cg
3753,1,526.571,527.6,nana,Infant voc,,1.0,0.8780000000000427,cg-infant
3754,1005,526.722,531.767,Ma cosa vuoi? Cosa vuoi? Cosa vuoi? Cosa vuoi?	(QO),Caregiver voc,,3.0,5.031000000000063,infant-cg
3755,22,526.736,530.515,mettiamo a posto adesso (W),Caregiver voc,,1.0,3.70799999999997,within person
3756,1001,526.807,528.802,I bimbi vedi i bimbi i bimbi (DA),Caregiver voc,,3.0,1.9500000000000455,within person
3757,1007,526.852,527.4,xxx,Infant voc,,3.0,0.20299999999997453,cg-infant
3758,65,527.197,528.402,come fa il gallo? (QE),Caregiver voc,,2.0,1.205000000000041,infant-cg
3759,64,527.197,529.704,con la bambola mm	(RE C) ,Caregiver voc,,2.0,2.2059999999999036,within person
3760,1004,527.498,527.914,xxx,Infant voc,,3.0,0.2820000000000391,cg-infant
3761,1007,527.632,528.501,oh (C),Caregiver voc,,3.0,0.8079999999999927,infant-cg
3762,21,527.693,530.099,xxx,Caregiver voc,,1.0,2.100999999999999,within person
3763,1006,527.998,531.327,E diamo da bere alla bimba	(W) Bere acqua (RE),Caregiver voc,,3.0,3.244000000000028,within person
3764,1004,528.083,528.889,Ah,Caregiver voc,,3.0,0.56899999999996,within person
3765,1,528.32,529.328,xxx,Caregiver voc,,1.0,0.5620000000000118,within person
3766,65,528.766,530.322,xxx,Infant voc,,2.0,1.0439999999999827,cg-infant
3767,52,529.278,532.128,"cosa hai, male di pancia? (QO)",Caregiver voc,,2.0,2.7320000000000846,infant-cg
3768,61,529.396,531.241, xxx,Caregiver voc,,2.0,1.8400000000000318,within person
3769,1001,529.401,531.76,"Questi bimbi qui, Ettore qua i bimbi (RE NC RE)",Caregiver voc,,3.0,2.3170000000000073,within person
3770,1,529.443,530.072,vieni qua (DA),Caregiver voc,,1.0,0.5850000000000364,within person
3771,1004,529.487,530.523,alzati su (C DA C),Caregiver voc,,3.0,1.0289999999999964,within person
3772,1005,529.494,530.671,uhh (CWOP),Infant voc,,3.0,1.1730000000000018,cg-infant
3773,21,529.498,530.688,xxx,Infant voc,,1.0,0.7970000000000255,within person
3774,57,529.891,530.885,ecco (C),Caregiver voc,,2.0,0.5449999999999591,infant-cg
3775,1007,530.34,530.877,Tira (DA),Caregiver voc,,3.0,0.5309999999999491,within person
3776,1,530.346,531.767,vediamo se c’è un treno su questa. (W),Caregiver voc,,1.0,1.3320000000001073,within person
3777,65,530.435,531.645,come fa il gallo? ( - ),Caregiver voc,,2.0,1.1860000000000355,within person
3778,22,530.459,532.689,via apri,Infant voc,,1.0,2.052000000000021,cg-infant
3779,1006,530.637,530.97,xxx,Infant voc,,3.0,0.08600000000001273,within person
3780,21,530.884,532.486,xxx,Caregiver voc,,1.0,1.086999999999989,infant-cg
3781,64,531.399,532.401,vuoi giocare? (QA),Caregiver voc,,2.0,0.7199999999999136,within person
3782,1004,531.681,536.803,Ah aiuto oh issà! Bravo (C AE),Caregiver voc,,3.0,5.085000000000036,within person
3783,60,531.718,532.113,xxx,Caregiver voc,,2.0,0.2520000000000664,within person
3784,1,531.861,532.883,su questo libro ,Caregiver voc,,1.0,0.9530000000000882,within person
3785,65,531.93,533.493,xxx,Infant voc,,2.0,1.4210000000000491,cg-infant
3786,61,532.072,534.314, qui nell’altra tazzina a mamma (RE C),Caregiver voc,,2.0,1.98599999999999,infant-cg
3787,18,532.328,533.328,questa niente? (QE),Caregiver voc,,1.0,0.863999999999919,within person
3788,52,532.464,533.1,no (CW),Infant voc,,2.0,0.6150000000000091,cg-infant
3789,1006,532.485,534.658,La bimba deve bere l’acqua (RE) ,Caregiver voc,,3.0,2.163000000000011,infant-cg
3790,1001,532.495,534.4,Ettore questi sono i bimbi guarda (NC DA),Caregiver voc,,3.0,1.5529999999999973,within person
3791,22,532.847,533.296,xxx,Caregiver voc,,1.0,0.3280000000000882,within person
3792,65,532.968,535.551,eh hai visto che sei bravo?		(C QO AE) che ti arrabbi a fare?	(QO),Caregiver voc,,2.0,2.437000000000012,within person
3793,52,533.114,535.007,hai male alla pancia? (QO),Caregiver voc,,2.0,1.8669999999999618,within person
3794,1005,533.14,534.105,uhh (CWOP),Infant voc,,3.0,0.8840000000000146,cg-infant
3795,1,533.221,534.126,c’è il trattore (RE),Caregiver voc,,1.0,0.8450000000000273,infant-cg
3796,23,533.281,534.408,andiamo a giocare?	(W),Caregiver voc,,1.0,1.072999999999979,within person
3797,18,533.335,534.603,non la metti questa? (QA),Caregiver voc,,1.0,0.7759999999999536,within person
3798,21,533.827,535.698,xxx,Caregiver voc,,1.0,1.8640000000000327,within person
3799,60,533.834,538.656,"fai vedere come fai, all’elefante devi dare la pastasciutta (DA DA) ",Caregiver voc,,2.0,4.664999999999964,within person
3800,22,533.991,537.711,"è aperto, sei capace di metterlo via? (RE QO)",Caregiver voc,,1.0,3.26400000000001,within person
3801,23,534.447,534.801,no (C),Infant voc,,1.0,0.3420000000000982,cg-infant
3802,1,534.459,535.202,veramente (C),Caregiver voc,,1.0,0.625,infant-cg
3803,1007,534.577,536.338,Vediamo quello che ci sta Chicco (W NC),Caregiver voc,,3.0,1.75,within person
3804,1,534.588,535.603,xxx,Infant voc,,1.0,0.9389999999999645,cg-infant
3805,52,534.664,535.228,no (CW),Infant voc,,2.0,0.5209999999999582,within person
3806,60,534.707,535.384,xxx,Infant voc,,2.0,0.5049999999999955,within person
3807,1005,534.879,535.788,È buono? (QO),Caregiver voc,,3.0,0.7019999999999982,infant-cg
3808,23,535.086,536.607,ancocola,Infant voc,,1.0,1.516999999999939,cg-infant
3809,61,535.09,536.77, che c’è la carta? (QE),Caregiver voc,,2.0,1.4399999999999409,infant-cg
3810,1005,535.33,535.991,xxx,Infant voc,,3.0,0.5430000000000064,cg-infant
3811,18,535.448,536.292,: questa prima. (RE),Caregiver voc,,1.0,0.6970000000000027,infant-cg
3812,64,535.595,537.061,giochiamo con la palla (W) ,Caregiver voc,,2.0,1.3960000000000719,within person
3813,1006,535.665,538.405,Dai da bere alla bimba (DA) Non tu non tu (AD),Caregiver voc,,3.0,2.481999999999971,within person
3814,1,535.923,536.61,trattore (RE),Caregiver voc,,1.0,0.55600000000004,within person
3815,65,536.054,539.066,guarda qui c’è la gallina con i pulcini	(DA),Caregiver voc,,2.0,2.868000000000052,within person
3816,1005,536.198,536.786,xxx,Caregiver voc,,3.0,0.4189999999999827,within person
3817,21,536.367,537.089,xxx,Infant voc,,1.0,0.1450000000000955,cg-infant
3818,23,536.944,538.203,ancora,Infant voc,,1.0,1.238999999999919,within person
3819,52,536.964,538.507,cosa hai Joele? (QO NC QO),Caregiver voc,,2.0,1.4429999999999836,infant-cg
3820,64,537.064,537.602,guarda guarda (DA),Caregiver voc,,2.0,0.46899999999993724,within person
3821,1005,537.133,537.616,xxx,Infant voc,,3.0,0.4149999999999636,cg-infant
3822,1,537.201,537.805,e poi? (QE),Caregiver voc,,1.0,0.5199999999999818,infant-cg
3823,1004,537.285,539.212,"Vieni qua vieni, tieni (DA C DA)",Caregiver voc,,3.0,1.7999999999999545,within person
3824,18,537.412,539.603,vedi?	(QA) ecco qua (C),Caregiver voc,,1.0,2.0799999999999272,within person
3825,61,537.523,541.074, Aspetta che ti bagni ti bagni tutta (DA RO),Caregiver voc,,2.0,3.4549999999999272,within person
3826,21,537.619,538.902,xxx,Caregiver voc,,1.0,1.2100000000000364,within person
3827,22,537.692,538.401,no,Infant voc,,1.0,0.6809999999999263,cg-infant
3828,1005,537.72,539.0,devo bere pure io?	(QM),Caregiver voc,,3.0,1.155999999999949,infant-cg
3829,1007,537.844,538.733,Guarda (DA),Caregiver voc,,3.0,0.5629999999999882,within person
3830,1,538.17,540.406,xxx,Infant voc,,1.0,2.2059999999999036,cg-infant
3831,1001,538.2,539.729,Dove stanno i bimbi?	(QE),Caregiver voc,,3.0,1.4220000000000255,infant-cg
3832,64,538.307,540.066,xxx ,Caregiver voc,,2.0,1.7150000000000318,within person
3833,22,538.351,540.864,"non sei capace tu, ti aiuta la mamma? (RO QM)",Caregiver voc,,1.0,2.3090000000000828,within person
3834,23,538.555,539.496,ancora,Infant voc,,1.0,0.73599999999999,cg-infant
3835,1004,538.76,541.269,xxx,Infant voc,,3.0,2.4289999999999736,within person
3836,23,538.84,541.402,devi scendere per metterla bene.	(DA) ,Caregiver voc,,1.0,2.4670000000000982,infant-cg
3837,1006,538.935,540.309,non tu la bimba (AD),Caregiver voc,,3.0,1.3449999999999136,within person
3838,1005,538.964,539.544,xxx,Infant voc,,3.0,0.45299999999997453,cg-infant
3839,21,539.091,540.654,xxx,Caregiver voc,,1.0,1.191000000000031,infant-cg
3840,65,539.463,540.394,chichirichi (CWOP),Infant voc,,2.0,0.7340000000000373,cg-infant
3841,1004,539.66,540.598, tieni Stefano	(NC),Caregiver voc,,3.0,0.7269999999999754,infant-cg
3842,18,539.871,541.603,e poi ci metti il suo tappo (DA),Caregiver voc,,1.0,1.6730000000000018,within person
3843,61,539.93,541.548,xxx,Infant voc,,2.0,1.475999999999999,cg-infant
3844,60,540.072,541.951,dai che ti sta guardando (DA) ,Caregiver voc,,2.0,1.7480000000000473,infant-cg
3845,64,540.203,543.046,"Franci, prendi la palla (NC DA) ",Caregiver voc,,2.0,2.7650000000001,within person
3846,1,540.281,541.35,spetta che ti soffio il naso.(DA RM),Caregiver voc,,1.0,0.9279999999999973,within person
3847,65,540.422,544.746," guarda c’è anche l’uovo nuovo piccolo, piccolo (DA) guarda l’uovo nuovo piccolo piccolo (C)",Caregiver voc,,2.0,4.268000000000029,within person
3848,1007,540.478,541.124,Guarda,Caregiver voc,,3.0,0.3630000000000564,within person
3849,1005,540.761,542.118,xxx,Infant voc,,3.0,1.3290000000000646,cg-infant
3850,23,540.789,542.013,ancora,Infant voc,,1.0,1.12600000000009,within person
3851,21,540.887,541.518,xxx,Infant voc,,1.0,0.6059999999999945,within person
3852,1006,540.912,542.956,Dai da bere alla bimba (DA) ,Caregiver voc,,3.0,1.6059999999999945,infant-cg
3853,1,541.35,541.807,vieni qua (DA),Caregiver voc,,1.0,0.2620000000000573,within person
3854,22,541.545,543.764,dov’è quello giallo piccolino mm?	(QE C),Caregiver voc,,1.0,2.1779999999999973,within person
3855,1,541.586,542.203,xxx,Infant voc,,1.0,0.5449999999999591,cg-infant
3856,21,541.658,543.68,xxx,Caregiver voc,,1.0,1.9879999999999427,infant-cg
3857,23,541.692,543.009,devi scendere per.	,Caregiver voc,,1.0,1.2129999999999654,within person
3858,1004,541.796,542.201,TIeni (DA),Caregiver voc,,3.0,0.02100000000007185,within person
3859,1007,542.18,543.556,La tavoletta (RE),Caregiver voc,,3.0,1.2019999999999982,within person
3860,1005,542.354,545.411,xxx,Infant voc,,3.0,2.8099999999999454,cg-infant
3861,1,542.601,543.41,taia,Infant voc,,1.0,0.8089999999999691,within person
3862,60,542.601,544.36,vedi che ti guarda con l’occhietto	(DA) ,Caregiver voc,,2.0,1.719000000000051,infant-cg
3863,23,542.641,544.218,ancora,Infant voc,,1.0,1.3909999999999627,cg-infant
3864,1006,542.827,543.132,xxx,Infant voc,,3.0,-0.14200000000005275,within person
3865,1004,543.274,545.04,mamma ti tira	(RM),Caregiver voc,,3.0,1.7139999999999418,infant-cg
3866,1006,543.326,544.7,Dai da bere alla bimba,Caregiver voc,,3.0,1.240000000000009,within person
3867,57,543.46,544.348,xxx,Infant voc,,2.0,0.6009999999999991,cg-infant
3868,1,543.747,544.672,eccolo qua (C),Caregiver voc,,1.0,0.9150000000000773,infant-cg
3869,52,543.757,544.564,xxx,Infant voc,,2.0,0.04499999999995907,cg-infant
3870,23,544.519,547.801,Beatrice (NC) devi scendere per metterla bene (DA),Caregiver voc,,1.0,3.1800000000000637,infant-cg
3871,52,544.621,546.268,Hai male alla pancia vero? (QO NC QO),Caregiver voc,,2.0,1.5620000000000118,within person
3872,65,544.706,545.182,xxx,Infant voc,,2.0,0.3039999999999736,cg-infant
3873,22,544.878,545.459,xxx,Caregiver voc,,1.0,0.39599999999995816,infant-cg
3874,1004,545.063,545.647,mamma (CW),Infant voc,,3.0,0.41200000000003456,cg-infant
3875,18,545.235,546.81,non sono mica grandi uguali (RE),Caregiver voc,,1.0,1.5599999999999454,infant-cg
3876,1006,545.25,546.054,La bimba ha sete (RE),Caregiver voc,,3.0,0.6949999999999363,within person
3877,65,545.359,546.715,è un uovo (RE),Caregiver voc,,2.0,1.259999999999991,within person
3878,1007,545.455,546.118,Guarda (DA),Caregiver voc,,3.0,0.63900000000001,within person
3879,1005,545.479,546.464,(ride) (AL),Caregiver voc,,3.0,0.8550000000000182,within person
3880,1004,545.609,547.801,Mamma vai vai ciao ciao	(C DA AG),Caregiver voc,,3.0,2.0850000000000364,within person
3881,64,545.716,546.385,xxx,Caregiver voc,,2.0,0.6200000000000045,within person
3882,1,545.765,546.407,xxx,Infant voc,,1.0,0.3810000000000855,cg-infant
3883,1006,546.026,547.211,xxx,Infant voc,,3.0,0.8220000000000027,within person
3884,1007,546.389,548.2,I porcellini (RE),Caregiver voc,,3.0,1.7080000000000837,infant-cg
3885,52,546.492,547.971,to(r)niamo casa (CW),Infant voc,,2.0,1.4230000000000018,cg-infant
3886,22,546.548,547.601,dov’è andato? (QE),Caregiver voc,,1.0,0.43600000000003547,infant-cg
3887,1,547.165,547.675,xxx,Infant voc,,1.0,0.4539999999999509,cg-infant
3888,1006,547.221,547.938,E bimba (RE),Caregiver voc,,3.0,0.21000000000003638,infant-cg
3889,1,547.728,548.343,vieni giù (DA),Caregiver voc,,1.0,0.5670000000000073,within person
3890,23,547.776,548.405,no (CW),Infant voc,,1.0,0.5339999999999918,cg-infant
3891,52,547.871,550.178,"torniamo a casa, hai male alla pancia (W RO)",Caregiver voc,,2.0,2.032000000000039,infant-cg
3892,57,548.146,548.87,ops (C),Caregiver voc,,2.0,0.6090000000000373,within person
3893,1004,548.261,560.001,Oh oh oh (ride) (C AL) Bum (OP) Vieni qua (ride) (DA AL) Abbiamo finito di giocare (ride) (W AL),Caregiver voc,,3.0,11.70799999999997,within person
3894,1006,548.293,548.928,xxx,Caregiver voc,,3.0,0.6340000000000146,within person
3895,60,548.294,551.002,guarda che occhio piccolino che c’ha l’elefante (DA) ,Caregiver voc,,2.0,2.5989999999999327,within person
3896,23,548.403,550.403,ti aiuto io (RM) eh ,Caregiver voc,,1.0,1.856999999999971,within person
3897,1,548.546,549.607,namma,Infant voc,,1.0,0.81899999999996,cg-infant
3898,64,548.788,550.599,"dai dai la prendi, tieni (AE DA) ",Caregiver voc,,2.0,1.774000000000001,infant-cg
3899,18,548.825,550.01,sono grandi uguali?	 (QE),Caregiver voc,,1.0,0.4009999999999536,within person
3900,1006,549.609,550.187,xxx,Infant voc,,3.0,0.5650000000000546,cg-infant
3901,1,549.622,551.052,xxx,Infant voc,,1.0,1.3360000000000127,within person
3902,21,549.716,550.794,xxx,Caregiver voc,,1.0,0.9750000000000227,infant-cg
3903,57,549.819,550.416,xxx,Infant voc,,2.0,0.47700000000008913,cg-infant
3904,1007,549.939,550.416,xxx,Caregiver voc,,3.0,0.21800000000007458,infant-cg
3905,1006,550.198,552.304,Dai un altro po’ da bere alla bimba (DA),Caregiver voc,,3.0,1.9950000000000045,within person
3906,1004,550.309,550.745,xxx,Infant voc,,3.0,0.3079999999999927,cg-infant
3907,18,550.437,552.206,: ah ecco (C),Caregiver voc,,1.0,1.6280000000000427,infant-cg
3908,52,550.578,551.22,sì (CW),Infant voc,,2.0,0.5940000000000509,cg-infant
3909,22,550.626,552.623,hai dato un nome a questo bambino (QA),Caregiver voc,,1.0,1.91700000000003,infant-cg
3910,23,550.706,551.138,dai (C),Caregiver voc,,1.0,0.13200000000006185,within person
3911,60,551.006,552.625,c’ha il naso lungo e l’occhietto piccolino	(RE RE) ,Caregiver voc,,2.0,1.4379999999999882,within person
3912,1,551.187,552.202,xxx,Infant voc,,1.0,0.7590000000000146,cg-infant
3913,21,551.443,553.347,xxx,Caregiver voc,,1.0,1.7479999999999336,infant-cg
3914,1007,551.599,552.344,xxx,Infant voc,,3.0,0.4780000000000655,cg-infant
3915,1001,551.866,555.008,"La gallina, il maialino	(RE RE)",Caregiver voc,,3.0,3.062000000000012,infant-cg
3916,23,551.946,554.267,come facciamo a metterla se ci sei.	(W),Caregiver voc,,1.0,2.161000000000058,within person
3917,1,552.106,553.611,spetta che ti prendo un fazzoletto. (DA RM),Caregiver voc,,1.0,1.2450000000000045,within person
3918,1005,552.366,554.8,xxx,Infant voc,,3.0,2.391999999999939,cg-infant
3919,1007,552.408,553.416,Il lupo (RE),Caregiver voc,,3.0,0.7760000000000673,infant-cg
3920,18,552.64,553.798,: e poi li metti qui dentro (DA),Caregiver voc,,1.0,1.149000000000001,within person
3921,60,552.649,553.482,xxx,Infant voc,,2.0,0.4249999999999545,cg-infant
3922,52,553.057,554.685,"Joele, vieni con la mamma vieni (NC DA C)",Caregiver voc,,2.0,1.5709999999999127,infant-cg
3923,23,553.114,559.092,xxx no (CW),Infant voc,,1.0,5.912000000000035,cg-infant
3924,57,553.18,554.87,xxx,Infant voc,,2.0,1.29200000000003,within person
3925,22,553.578,556.044,xxx,Infant voc,,1.0,2.3969999999999345,within person
3926,60,553.647,554.603,xxx,Infant voc,,2.0,0.8659999999999854,within person
3927,1007,553.737,555.612,il lupo Chicco guarda il lupo (RE NC DA),Caregiver voc,,3.0,1.8489999999999327,infant-cg
3928,1004,553.763,554.178,xxx,Infant voc,,3.0,0.3949999999999818,cg-infant
3929,1006,553.783,554.198,xxx,Infant voc,,3.0,-0.007000000000061846,within person
3930,22,554.205,555.698,xxx,Caregiver voc,,1.0,1.44399999999996,infant-cg
3931,18,554.254,554.875,xxx,Caregiver voc,,1.0,0.26099999999996726,within person
3932,52,554.614,557.042,"xxxx, fini(to)",Infant voc,,2.0,2.340000000000032,cg-infant
3933,1006,554.702,557.395,"Sì bimba bella la bimba, hai visto come è bella	 (C RE RA)",Caregiver voc,,3.0,2.1359999999999673,infant-cg
3934,64,555.259,558.996,"dai che giochiamo prendi la palla, Franci (W DA NC) ",Caregiver voc,,2.0,3.4710000000000036,within person
3935,60,555.525,556.142,xxx,Infant voc,,2.0,0.29300000000000637,cg-infant
3936,1004,555.849,557.61,xxx,Infant voc,,3.0,1.6900000000000546,within person
3937,57,555.92,557.96,guarda questo bimbo con la macchina (DA),Caregiver voc,,2.0,1.9490000000000691,infant-cg
3938,1007,556.011,559.393,Fai vedere a Manuela come fa il lupo Chicco (DA NC) come fa il lupo? (QE),Caregiver voc,,3.0,3.0190000000000055,within person
3939,22,556.374,557.529,come si chiama (QE),Caregiver voc,,1.0,0.9840000000000373,within person
3940,1005,556.545,558.694,xxx,Infant voc,,3.0,2.0399999999999636,cg-infant
3941,1006,556.654,557.432,xxx,Infant voc,,3.0,0.6080000000000609,within person
3942,21,556.824,557.379,xxx,Infant voc,,1.0,0.5260000000000673,within person
3943,60,556.853,557.406,eccolo (C),Caregiver voc,,2.0,0.2539999999999054,infant-cg
3944,1001,557.152,558.22,xxx,Infant voc,,3.0,0.8700000000000045,cg-infant
3945,52,557.35,559.771,"no, vieni qui con la mamma che giochiamo insieme, vieni (C DA W DA)",Caregiver voc,,2.0,1.6200000000000045,infant-cg
3946,1,558.151,558.728,eta,Infant voc,,1.0,0.2879999999998972,cg-infant
3947,57,558.44,563.399,guarda un po’ oh guarda un po’ come fa questo (DA C DA),Caregiver voc,,2.0,4.793000000000006,infant-cg
3948,22,558.606,560.013,l’a(cq)ua,Infant voc,,1.0,1.3690000000000282,cg-infant
3949,65,558.644,559.571,e i conigli?	(QE),Caregiver voc,,2.0,0.37200000000007094,infant-cg
3950,60,559.199,561.14,guarda il leone come sta arrabbiato	(DA) ,Caregiver voc,,2.0,1.697999999999979,within person
3951,52,559.442,560.642,xxx,Infant voc,,2.0,1.164000000000101,cg-infant
3952,1007,559.478,560.994,xxx,Infant voc,,3.0,1.4329999999999927,within person
3953,23,559.561,560.452,xxx,Infant voc,,1.0,0.7599999999999909,within person
3954,1,559.692,560.202,mama,Infant voc,,1.0,0.4619999999999891,within person
3955,1005,559.74,561.054,xxx,Infant voc,,3.0,1.26299999999992,within person
3956,64,559.791,560.744,Franci,Caregiver voc,,2.0,0.9329999999999927,infant-cg
3957,1007,559.811,560.626,Guarda il lupo	(DA),Caregiver voc,,3.0,0.6779999999999973,within person
